overlap1,overlap2,FDistance,CentroidDistance,Label
2.95448910052479,4.71713498381561,0.00165120990958375,0.000752552710586334,1
0.636426192932393,0.533080483845907,0.00228212440828478,0.000940510300944336,1
100,100,0,0,2
99.9999999999974,99.9999999999974,0,0,2
99.9999999805547,99.9999999805547,0,0,2
99.9999999999921,99.9999999999921,0,0,2
0.849352029081856,2.53023323926908,0.00148622816845844,0.00116190567050995,1
100,100,0,0,2
4.43831625663317,1.0139547508726,0.00102853265231755,0.000721775597153637,1
100.000000000003,100.000000000003,0,0,2
99.9999999999847,99.9999999999847,0,0,2
1.0139547508726,4.43831625663317,0.00102853265231755,0.000721775597153637,1
0.827846378546284,0.681795374233458,0.00110536699484775,0.000933366427867317,1
100.00000000007,100.00000000007,0,0,2
94.4287891400843,90.9556947422293,0.000745491741053061,1.05511951394909e-05,2
0.0164717122497891,0.146502998917785,0.00337092136744616,0.00191417850221944,1
90.7240874299732,46.6635079492206,0.000713647437955856,0.000374183184362276,2
100.00000000007,100.00000000007,0,0,2
23.9529110477301,98.2311051525034,0.00114469632063191,0.000558708528019096,2
99.9999999999988,99.9999999999988,0,0,2
100,100,0,0,2
0.0629822313199141,0.295001241445236,0.00228195434874972,0.00138231284171322,1
2.77360133506526,1.48656916327742,0.00171198407602883,0.000713496163427939,1
100.000000001391,100.000000001391,0,0,2
100,100,0,0,2
1.16126058114793,0.702490283507,0.00213426497499938,0.00161163138443878,1
94.9676770253826,84.959626308649,5.94680588733164e-05,2.61172636617752e-05,2
89.8325798326613,66.2524379379282,0.000113129943859497,1.04988573633167e-05,2
7.25779459840282,4.4678815703493,0.000134720655447976,8.18598202236719e-05,1
47.6817416918578,30.811673545455,8.35511670295898e-05,5.58074195457061e-05,1
47.4691159160909,29.2259898616982,0.000143519452737644,6.84889294895076e-05,1
0.563636061428897,2.76787963368594,0.00101666012300901,0.000593056729238904,1
0.381629258273089,0.519100652434673,0.000819624554189095,0.00046642169028757,1
24.2738835157921,0.767924080476838,0.000131248793470957,7.31114377602526e-05,1
18.7159746295029,15.6221727365075,0.000100945073138306,8.08233471992259e-05,1
33.4775925392771,29.3325219538855,8.61887197826654e-05,6.58200213052897e-05,1
38.1457878828395,31.844664925653,0.000127797257950769,7.36032193590224e-05,1
17.7094855047579,18.5896897493893,0.000122376221685413,9.09515551828965e-05,1
99.9999999912944,99.9999999912944,0,0,2
0.539940164957168,0.665849178449072,0.00202275594201043,0.00136596190602384,1
0.161059469070302,0.0706007938392098,0.00215452597435355,0.0016396160055406,1
0.055684629572716,0.127588663116538,0.00177675984377095,0.00125170998792447,1
0.0945877436139645,0.227865126273399,0.00180612271889912,0.00120825982574991,1
100.000000000013,100.000000000013,0,0,2
5.1066026523331,1.41451809769611,0.00105072662295897,0.00075193787685673,1
